gene,regulated,GO_IDS
TJP3,down,GO:0005515 GO:0050839 GO:0035633 GO:0045216 GO:0090557 GO:0098609 GO:0150105 GO:1905605
IGFBP2,down,GO:0005102 GO:0005515 GO:0031994 GO:0031995 GO:0007165 GO:0007565 GO:0007568 GO:0007584 GO:0009410 GO:0009612 GO:0010226 GO:0032355 GO:0032526 GO:0032870 GO:0042104 GO:0043567 GO:0043627 GO:0051384 GO:0090090
JAG2,down,GO:0005112 GO:0005509 GO:0005515 GO:0008083 GO:0001501 GO:0001701 GO:0003016 GO:0007219 GO:0007283 GO:0009912 GO:0016331 GO:0030154 GO:0030155 GO:0030217 GO:0042127 GO:0042475 GO:0042492 GO:0045061 GO:0045747 GO:1990134
FAM83D,up,GO:0005515 GO:0008017 GO:0019894 GO:0019901 GO:0001837 GO:0007165 GO:0008283 GO:0016477 GO:0032006 GO:0042176 GO:0051301 GO:0051310 GO:0070372 GO:1902480 GO:1902808
H2AX,up,GO:0003677 GO:0003684 GO:0005515 GO:0019899 GO:0030527 GO:0042393 GO:0046982 GO:0000077 GO:0000724 GO:0006302 GO:0006334 GO:0006974 GO:0007283 GO:0010212 GO:0021987 GO:0045739 GO:0051321 GO:0071480 GO:0090398
NEO1,down,GO:0005515 GO:0038023 GO:0039706 GO:0001764 GO:0007155 GO:0007411 GO:0030513 GO:0055072 GO:0098609
KIF2C,up,GO:0003777 GO:0005515 GO:0005524 GO:0008017 GO:0016887 GO:0019237 GO:0051010 GO:0007018 GO:0007019 GO:0007080 GO:0030951 GO:0051301 GO:0051310 GO:0051315 GO:0051983
NATD1,down,
NELL2,down,GO:0005080 GO:0005509 GO:0005515 GO:0008201 GO:0009566 GO:0070050
NDNF,down,GO:0005539 GO:0008201 GO:0001525 GO:0001764 GO:0002931 GO:0007263 GO:0010811 GO:0010976 GO:0019800 GO:0021828 GO:0030198 GO:0043524 GO:0044344 GO:0061042 GO:0071456 GO:2000352
VXN,down,GO:0005515 GO:0022008 GO:0030182
TMEM170B,down,GO:0005515 GO:0016055 GO:0090090
GFRA1,down,GO:0005030 GO:0005102 GO:0005178 GO:0016167 GO:0038023 GO:0001822 GO:0007166 GO:0007399 GO:0007568 GO:0008584 GO:0016477 GO:0031175 GO:0035860 GO:0038179 GO:0050731
GOLGA7B,down,GO:0005515 GO:0019899 GO:0006612 GO:0018230
PAIP2B,down,GO:0000900 GO:0005515 GO:0030371 GO:0017148 GO:0045947
JADE2,up,GO:0005515 GO:0036408 GO:0043995 GO:0043996 GO:0043997 GO:0046872 GO:0046972 GO:0001558 GO:0006275 GO:0006355 GO:0006357 GO:0016567 GO:0016570 GO:0043966 GO:0043981 GO:0043982 GO:0043983 GO:0051726 GO:2000278
SKA3,up,GO:0005515 GO:0000278 GO:0007059 GO:0031110 GO:0051301
AQP3,down,GO:0005515 GO:0015204 GO:0015250 GO:0015254 GO:0042802 GO:0002684 GO:0003091 GO:0006833 GO:0015793 GO:0032526 GO:0033280 GO:0042476 GO:0045616 GO:0051592 GO:0051649 GO:0070295 GO:0071456 GO:0071918 GO:0090650
EMP3,up,GO:0005515 GO:0008219 GO:0032060
UNC13A,down,GO:0005509 GO:0005516 GO:0005543 GO:0017075 GO:0019992 GO:0007269 GO:0007528 GO:0016081 GO:0016082 GO:0016188 GO:0030154 GO:0035249 GO:0051966 GO:0061789 GO:0099011 GO:0099525 GO:1903861
ENOSF1,up,GO:0000287 GO:0016836 GO:0016853 GO:0050023 GO:0009063 GO:0016052 GO:0044275
TFPI2,down,GO:0004867 GO:0005201 GO:0007596 GO:0010951 GO:0071498
MMP14,up,GO:0004175 GO:0004222 GO:0004252 GO:0005178 GO:0005515 GO:0008270 GO:0070006 GO:0001501 GO:0001525 GO:0001541 GO:0001666 GO:0001935 GO:0001958 GO:0006508 GO:0006979 GO:0008584 GO:0009612 GO:0010831 GO:0010954 GO:0014070 GO:0016485 GO:0022617 GO:0030198 GO:0030307 GO:0030324 GO:0030335 GO:0030574 GO:0031638 GO:0035987 GO:0035988 GO:0043615 GO:0043627 GO:0045579 GO:0045746 GO:0048701 GO:0048754 GO:0048771 GO:0048870 GO:0051895 GO:0060322 GO:0097094 GO:1903076 GO:1905523 GO:1990834
RRM2,up,GO:0004748 GO:0005515 GO:0008199 GO:0042803 GO:0001824 GO:0006260 GO:0009185 GO:0009263 GO:0009265 GO:0051290 GO:1900087
LMTK3,down,GO:0003674 GO:0004672 GO:0004674 GO:0005515 GO:0005524 GO:0046872 GO:0106310 GO:0006468
HERPUD2-AS1,down,
HMGB3,up,GO:0000400 GO:0003690 GO:0003723 GO:0005515 GO:0008301 GO:0006310 GO:0006357 GO:0032392 GO:0045087
CGNL1,down,GO:0005515 GO:0007015 GO:0051058 GO:0051497 GO:0150105
SLC37A2,up,GO:0061513 GO:0008643 GO:0015760 GO:0035435
ASS1,down,GO:0003723 GO:0004055 GO:0005515 GO:0005524 GO:0015643 GO:0016597 GO:0042802 GO:0000050 GO:0000052 GO:0000053 GO:0001822 GO:0001889 GO:0006526 GO:0006531 GO:0006953 GO:0007494 GO:0007568 GO:0007584 GO:0007623 GO:0009410 GO:0010043 GO:0010046 GO:0032355 GO:0045429 GO:0060416 GO:0060539 GO:0071222 GO:0071230 GO:0071242 GO:0071320 GO:0071346 GO:0071356 GO:0071377 GO:0071400 GO:0071418 GO:0071499 GO:0071549 GO:1903038
CADM4,down,GO:0019903 GO:0030971 GO:0043183 GO:0043184 GO:0001932 GO:0001933 GO:0007156 GO:0010801 GO:0030948 GO:0035020 GO:0042127 GO:0050732 GO:0061041 GO:1900747 GO:2000145
MCM4,up,GO:0003678 GO:0003697 GO:0005515 GO:0005524 GO:0016887 GO:0017116 GO:0000727 GO:0006260 GO:0006268 GO:0006271 GO:0030174 GO:1902975
ZNF204P,down,
FOSL1,up,GO:0000978 GO:0000981 GO:0001228 GO:0003700 GO:0005515 GO:1990837 GO:0001701 GO:0006357 GO:0006935 GO:0006968 GO:0007296 GO:0007565 GO:0007612 GO:0008284 GO:0008285 GO:0009410 GO:0009612 GO:0009615 GO:0009629 GO:0031668 GO:0032570 GO:0034097 GO:0042542 GO:0043065 GO:0045787 GO:0045944 GO:0051091 GO:0051412 GO:0051591 GO:0060674 GO:0140467 GO:1902895 GO:2000144
U2AF2,up,GO:0003723 GO:0005515 GO:0008187 GO:0019899 GO:0030628 GO:0070742 GO:0140678 GO:0000398 GO:0006397 GO:0031397 GO:0033120 GO:0048025
CDS1,down,GO:0004142 GO:0004605 GO:0005515 GO:0006657 GO:0006661 GO:0007165 GO:0007602 GO:0016024 GO:0045600 GO:0140042
IGFBP3,down,GO:0001968 GO:0005515 GO:0005520 GO:0008160 GO:0031994 GO:0031995 GO:0046872 GO:0000165 GO:0001558 GO:0001649 GO:0001933 GO:0006468 GO:0006915 GO:0008285 GO:0009968 GO:0010906 GO:0014912 GO:0043065 GO:0043410 GO:0043567 GO:0043568 GO:0044342 GO:0045663 GO:0048662 GO:0050790
DCLK1,down,GO:0004672 GO:0004674 GO:0005515 GO:0005524 GO:0106310 GO:0001764 GO:0006468 GO:0007399 GO:0007417 GO:0009615 GO:0016197 GO:0018105 GO:0021952 GO:0030900 GO:0034504 GO:0035556 GO:0048675 GO:0048812 GO:0048813 GO:1900181
TRIP13,up,GO:0003712 GO:0005515 GO:0005524 GO:0016887 GO:0042802 GO:0001556 GO:0006302 GO:0006366 GO:0007094 GO:0007130 GO:0007131 GO:0007141 GO:0007144 GO:0007283 GO:0007286 GO:0048477 GO:0051598
GNAL,down,GO:0001664 GO:0003924 GO:0005515 GO:0005525 GO:0031683 GO:0046872 GO:0007165 GO:0007188 GO:0007191 GO:0007606
PLCD1,down,GO:0004435 GO:0005509 GO:0005515 GO:0005546 GO:0032794 GO:0006644 GO:0016042 GO:0046488 GO:0048015
CENPK,up,GO:0005515 GO:0000070 GO:0051382
CENPA,up,GO:0003677 GO:0003682 GO:0005515 GO:0030527 GO:0046982 GO:0000132 GO:0000281 GO:0034080 GO:0051382 GO:0061644 GO:0071459
NUF2,up,GO:0003674 GO:0005515 GO:0044877 GO:0007052 GO:0007059 GO:0007094 GO:0008608 GO:0045132 GO:0051301 GO:0051315 GO:0051383
SORBS1,down,GO:0003779 GO:0005158 GO:0005515 GO:0008092 GO:0030159 GO:0007160 GO:0008286 GO:0031589 GO:0032869 GO:0043149 GO:0045725 GO:0046326 GO:0046628 GO:0046889 GO:0048041 GO:1903078
PBK,up,GO:0004674 GO:0004706 GO:0004708 GO:0004713 GO:0005515 GO:0005524 GO:0106310 GO:0000278 GO:0001933 GO:0018105 GO:0018108 GO:0032435 GO:0032873 GO:0034644 GO:0038066 GO:0043161 GO:0050728 GO:1904291
VGLL3,down,
EFNA3,down,GO:0005005 GO:0005515 GO:0046875 GO:0007267 GO:0007411 GO:0016525 GO:0045664 GO:0048013 GO:1902961
RASD2,down,GO:0003924 GO:0005525 GO:0031681 GO:0001963 GO:0007165 GO:0007626 GO:0033235 GO:0043949 GO:0051897
RTBDN,down,GO:0032217 GO:0038023 GO:1902444 GO:0032218
PATZ1,up,GO:0000978 GO:0001227 GO:0003677 GO:0003682 GO:0031625 GO:0046872 GO:0000122 GO:0006355 GO:0006357 GO:0007283 GO:0008584 GO:0010596 GO:0030217 GO:0045892 GO:0045893
APLP1,down,GO:0005515 GO:0008201 GO:0031694 GO:0031695 GO:0031696 GO:0042802 GO:0046914 GO:0006378 GO:0006417 GO:0006897 GO:0006915 GO:0007155 GO:0007399 GO:0007409 GO:0007417 GO:0009887 GO:0030198 GO:0030900 GO:0071874 GO:0106072
KIF4A,up,GO:0003677 GO:0003777 GO:0005515 GO:0005524 GO:0008017 GO:0046872 GO:0051536 GO:0000281 GO:0006996 GO:0007052 GO:0008089 GO:0051231 GO:0051256
TMOD2,down,GO:0003779 GO:0005515 GO:0005523 GO:0006936 GO:0007015 GO:0007270 GO:0007399 GO:0007611 GO:0030239 GO:0045745 GO:0051694
CTIF,down,GO:0003723 GO:0005515 GO:0008494 GO:0000184 GO:0006446 GO:0045727
HES2,down,GO:0000978 GO:0000981 GO:0001227 GO:0046983 GO:1990837 GO:0000122 GO:0006357 GO:0009952 GO:0050767
AURKB,up,GO:0004674 GO:0004712 GO:0005515 GO:0005524 GO:0019900 GO:0035174 GO:0106310 GO:0000122 GO:0000278 GO:0000281 GO:0001934 GO:0002903 GO:0006468 GO:0007051 GO:0007052 GO:0007094 GO:0007568 GO:0008283 GO:0008608 GO:0009838 GO:0016570 GO:0032091 GO:0032212 GO:0032465 GO:0032466 GO:0032467 GO:0034501 GO:0034644 GO:0036089 GO:0043687 GO:0044878 GO:0046777 GO:0051256 GO:0051973 GO:0051983 GO:0062033 GO:0090267 GO:1901796 GO:1901970 GO:1902425 GO:1903490 GO:1904355 GO:1905116
TMPO,up,
ITGA7,down,GO:0005178 GO:0005515 GO:0043236 GO:0046872 GO:0007160 GO:0007229 GO:0007517 GO:0007519 GO:0008360 GO:0033627 GO:0034113 GO:0035987 GO:0050900 GO:0098609
ENPP5,down,GO:0000210 GO:0008270 GO:0007154
SLCO4A1-AS1,up,
GPC5,down,GO:0005515 GO:0016477 GO:0090263 GO:1905475
MPP4,up,GO:0005515 GO:0008150 GO:0035418
IRAK1,up,GO:0004672 GO:0004674 GO:0004704 GO:0005515 GO:0005524 GO:0016301 GO:0019901 GO:0031072 GO:0042802 GO:0042803 GO:0046982 GO:0106310 GO:0001959 GO:0002224 GO:0002755 GO:0006468 GO:0007250 GO:0007254 GO:0007568 GO:0019221 GO:0031663 GO:0032088 GO:0032481 GO:0032496 GO:0034134 GO:0034142 GO:0034162 GO:0034605 GO:0035556 GO:0043123 GO:0043406 GO:0045087 GO:0046777 GO:0048661 GO:0051092 GO:0060337 GO:0070498 GO:0070555 GO:0071222 GO:0071456 GO:1901224 GO:1904996
SMTN,up,GO:0003779 GO:0008307 GO:0006939 GO:0007517 GO:0030036
KEAP1,up,GO:0005515 GO:0008134 GO:0042802 GO:0061629 GO:0097718 GO:0001701 GO:0006511 GO:0010506 GO:0016567 GO:0032436 GO:0034599 GO:0042994 GO:0043433 GO:0045604 GO:0071353
ARHGAP11A,up,GO:0005096 GO:0007165 GO:0043547 GO:0051056
NUSAP1,up,GO:0003677 GO:0003723 GO:0005515 GO:0008017 GO:0000070 GO:0000281 GO:0007076 GO:0040001 GO:0045840
SERPINI1,down,GO:0004867 GO:0007417 GO:0007422 GO:0010951 GO:0010976 GO:0030155
CRABP2,down,GO:0001972 GO:0005501 GO:0005504 GO:0005515 GO:0016918 GO:0019841 GO:0030332 GO:0002138 GO:0006355 GO:0007165 GO:0008544 GO:0015908 GO:0035115 GO:0048672
LIPG,down,GO:0004465 GO:0004620 GO:0004806 GO:0008201 GO:0008970 GO:0016298 GO:0052739 GO:0052740 GO:0006629 GO:0006633 GO:0007584 GO:0008283 GO:0009395 GO:0010983 GO:0016042 GO:0019433 GO:0032376 GO:0034375 GO:0042632 GO:0043691 GO:0050746 GO:0055091
NQO1,up,GO:0003723 GO:0003955 GO:0004128 GO:0004784 GO:0005515 GO:0008753 GO:0042802 GO:0050136 GO:0002931 GO:0006116 GO:0006743 GO:0006805 GO:0006809 GO:0006979 GO:0007271 GO:0007568 GO:0007584 GO:0009636 GO:0009725 GO:0009743 GO:0014075 GO:0019430 GO:0032355 GO:0033574 GO:0034599 GO:0042177 GO:0042360 GO:0042373 GO:0043066 GO:0043086 GO:0043279 GO:0043525 GO:0045454 GO:0045471 GO:0051602 GO:0070301 GO:0070995 GO:0071248 GO:1904772 GO:1904844 GO:1904880 GO:1905395
SRCIN1,down,GO:0005515 GO:0019901 GO:0019904 GO:0006887 GO:0030334 GO:0034446 GO:0050709 GO:0061001 GO:0061098 GO:0061099 GO:0098974
TNFSF9,down,GO:0005102 GO:0005125 GO:0005164 GO:0032813 GO:0006955 GO:0007165 GO:0007267 GO:0042104 GO:0042129 GO:0042981 GO:0045585
TRNP1,down,GO:0003677 GO:0007049 GO:0021696 GO:0042127 GO:0051726 GO:0061351
SUSD4,down,
CYTH4,down,GO:0005085 GO:0005515 GO:0008289 GO:0032012 GO:0050790
C1QL1,down,GO:0003674 GO:0005102 GO:0005515 GO:0007626 GO:0016322 GO:0061743 GO:0099558 GO:1905806
SLC29A4,down,GO:0005326 GO:0005337 GO:0005342 GO:0008324 GO:0008504 GO:0015101 GO:0015562 GO:0019534 GO:0042910 GO:0001692 GO:0006836 GO:0015695 GO:0015844 GO:0042908 GO:0051610 GO:0051615 GO:0051620 GO:0051625 GO:0090494 GO:0098655 GO:0140115 GO:0150104 GO:1901642 GO:1901998 GO:1903825
CENPN,up,
PREX1,down,GO:0005085 GO:0005096 GO:0005515 GO:0005543 GO:0019899 GO:0006801 GO:0007186 GO:0030041 GO:0030217 GO:0030593 GO:0035556 GO:0042119 GO:0043547 GO:0051056 GO:1900026
SUSD3,down,
ABAT,down,GO:0003867 GO:0030170 GO:0032145 GO:0034386 GO:0042802 GO:0046872 GO:0047298 GO:0051536 GO:0001666 GO:0007568 GO:0007620 GO:0007626 GO:0009410 GO:0009448 GO:0009449 GO:0009450 GO:0010039 GO:0014053 GO:0021549 GO:0031652 GO:0032024 GO:0033602 GO:0035094 GO:0035640 GO:0042135 GO:0045471 GO:0045776 GO:0045964 GO:0048148 GO:0070474 GO:0090331 GO:0097151 GO:1902722 GO:1904450
LMNB2,up,GO:0003674 GO:0005200 GO:0005515 GO:0042802 GO:0006998 GO:0007010 GO:0007097 GO:0008150 GO:0031507 GO:0051664 GO:0090435
UBE2C,up,GO:0004842 GO:0005515 GO:0005524 GO:0044389 GO:0061630 GO:0061631 GO:0000209 GO:0006511 GO:0010458 GO:0010994 GO:0016567 GO:0030071 GO:0031145 GO:0031536 GO:0051301 GO:0070936 GO:0070979 GO:1904668
EVI2A,up,
GALNT16,down,GO:0004653 GO:0030246 GO:0046872 GO:0006493 GO:0018242 GO:0018243
KCNS3,down,GO:0005249 GO:0005251 GO:0015459 GO:0006813 GO:0034765 GO:0051260 GO:0071805
CCN2,down,GO:0001968 GO:0005178 GO:0005515 GO:0005520 GO:0008022 GO:0008083 GO:0008201 GO:0001502 GO:0001503 GO:0001525 GO:0001894 GO:0001934 GO:0002062 GO:0007155 GO:0007160 GO:0007165 GO:0007229 GO:0007568 GO:0008284 GO:0008543 GO:0008544 GO:0009611 GO:0009749 GO:0010628 GO:0010629 GO:0010942 GO:0016477 GO:0030324 GO:0032330 GO:0032355 GO:0032967 GO:0034059 GO:0035556 GO:0035988 GO:0043200 GO:0043280 GO:0043434 GO:0045597 GO:0046330 GO:0050867 GO:0051385 GO:0051496 GO:0060452 GO:0060548 GO:0070278 GO:0070318 GO:0070374 GO:0070542 GO:0071897 GO:0072593 GO:0097553
CLIC5,down,GO:0005244 GO:0005254 GO:0005515 GO:0006821 GO:0007565 GO:0007601 GO:0007605 GO:0034765 GO:0050896 GO:1902476
TNS4,down,GO:0003779 GO:0005515 GO:0006915 GO:0008104
LINC02009,down,
CDCA5,up,GO:0003682 GO:0005515 GO:0044877 GO:0000278 GO:0006302 GO:0007064 GO:0007076 GO:0007080 GO:0031536 GO:0051301 GO:0071922
KRT81,down,GO:0005515 GO:0030280 GO:0031424 GO:0045109
DONSON,up,GO:0005515 GO:0000077 GO:0006260 GO:0007095 GO:0033260 GO:0048478
CRISPLD2,down,GO:0005539 GO:0008201 GO:0030198 GO:0030324 GO:0060325
ANP32E,up,GO:0005515 GO:0019212 GO:0042393 GO:0044183 GO:0140713 GO:0006325 GO:0006457 GO:0042981 GO:0043086
PTBP1,up,GO:0003677 GO:0003723 GO:0003729 GO:0005515 GO:0008187 GO:0036002 GO:0000381 GO:0006397 GO:0008380 GO:0033119 GO:0035307 GO:0043484 GO:0045595 GO:0048025 GO:0051148 GO:0070886 GO:0075522
SH3PXD2B,down,GO:0005515 GO:0010314 GO:0016176 GO:0032266 GO:0042169 GO:0080025 GO:0001501 GO:0001654 GO:0006801 GO:0007507 GO:0022617 GO:0030154 GO:0042554 GO:0050790 GO:0060348 GO:0060612 GO:0071800 GO:0072657
NEK2,up,GO:0004672 GO:0004674 GO:0005515 GO:0005524 GO:0019903 GO:0046872 GO:0106310 GO:0000070 GO:0000278 GO:0001824 GO:0006468 GO:0007059 GO:0007088 GO:0032212 GO:0043392 GO:0046602 GO:0046777 GO:0051225 GO:0051299 GO:0051301 GO:0051321 GO:0051973 GO:0051988 GO:0090307 GO:1903126 GO:1904355
MYORG,down,GO:0004553 GO:0005975 GO:0043568 GO:0048741 GO:0051897
RHNO1,up,GO:0005515 GO:0000077 GO:0000725 GO:0007049 GO:0034644 GO:0070318 GO:0071479
HYLS1,up,GO:0005515 GO:0060271
VWA5B2,down,
ESPN,down,GO:0017124 GO:0051015 GO:0007605 GO:0030034 GO:0051017
BUB1B,up,GO:0004672 GO:0004674 GO:0005515 GO:0005524 GO:0106310 GO:0006915 GO:0007091 GO:0007094 GO:0016310 GO:0051301 GO:0051444 GO:0051754 GO:0071459
GNG7,down,GO:0005515 GO:0031681 GO:0007186 GO:0008277
DMKN,down,GO:0005515 GO:1903575
CDC25A,up,GO:0004721 GO:0004725 GO:0005515 GO:0019901 GO:0051087 GO:0000079 GO:0000082 GO:0000086 GO:0006470 GO:0008283 GO:0009314 GO:0010971 GO:0034644 GO:0051301 GO:0110032
CTSS,up,GO:0001968 GO:0004197 GO:0004252 GO:0005518 GO:0043236 GO:0043394 GO:0002224 GO:0002250 GO:0006508 GO:0006955 GO:0010447 GO:0016485 GO:0019882 GO:0019886 GO:0022617 GO:0030574 GO:0034769 GO:0048002 GO:0051603 GO:0097067 GO:2001259
NXPH4,down,GO:0003674 GO:0005102 GO:0007218
ZNF365,down,GO:0005515 GO:0046872 GO:0000723 GO:0010569 GO:0010975 GO:0010977 GO:0021687 GO:0048714 GO:0060997 GO:0110026 GO:0140059
CYP2S1,down,GO:0004497 GO:0004796 GO:0005506 GO:0005515 GO:0008392 GO:0008395 GO:0008401 GO:0016712 GO:0016836 GO:0020037 GO:0036134 GO:0106256 GO:0006082 GO:0006690 GO:0006693 GO:0006805 GO:0019373 GO:0042573
TPX2,up,GO:0005515 GO:0008017 GO:0019901 GO:0030295 GO:0061676 GO:0000278 GO:0006915 GO:0007020 GO:0007026 GO:0032147 GO:0051301 GO:0060236 GO:0090307
ITFG2,up,
RTN2,down,GO:0005515 GO:0010467 GO:0046324 GO:0065002 GO:1902430
NDRG4,down,GO:0003674 GO:0005515 GO:0001947 GO:0007165 GO:0007420 GO:0008542 GO:0010642 GO:0010976 GO:0014912 GO:0030154 GO:0035050 GO:0048278 GO:0048662 GO:0060038 GO:0060973 GO:0070374 GO:2001135
TROAP,up,GO:0005515 GO:0007155
MAP1A,down,GO:0003779 GO:0005198 GO:0005515 GO:0008017 GO:0008093 GO:0015631 GO:0048156 GO:0000226 GO:0007409 GO:0007613 GO:0008306 GO:0016358 GO:0031114 GO:0032435 GO:0048167 GO:0050882 GO:0070050 GO:0099641 GO:0099642 GO:1902817 GO:1903829 GO:1990535 GO:2000010
ANXA3,up,GO:0005509 GO:0005544 GO:0019834 GO:0048306 GO:0006909 GO:0010595 GO:0021766 GO:0031100 GO:0042742 GO:0043086 GO:0043312 GO:0045766 GO:0051054 GO:0051091 GO:0051384 GO:0070848
CCNA1,down,GO:0005515 GO:0016538 GO:0000079 GO:0007141 GO:0007283 GO:0044772 GO:0051301
CSF3,up,GO:0005125 GO:0005130 GO:0008083 GO:0019899 GO:0006955 GO:0008284 GO:0014068 GO:0019221 GO:0030838 GO:0030851 GO:0032092 GO:0033138 GO:0045471 GO:0045639 GO:0045944 GO:0050731 GO:0051091 GO:0051897 GO:0071222 GO:0071345 GO:1901215 GO:2000251
RPS6KA2,down,GO:0000287 GO:0004674 GO:0004711 GO:0004712 GO:0005515 GO:0005524 GO:0106310 GO:0001556 GO:0002035 GO:0007165 GO:0007268 GO:0007507 GO:0008285 GO:0010628 GO:0010659 GO:0018105 GO:0035556 GO:0043065 GO:0045786 GO:0045835 GO:0060047 GO:0070613 GO:0071322
KMT5A,up,GO:0002039 GO:0003714 GO:0005515 GO:0016278 GO:0016279 GO:0018024 GO:0042799 GO:0140110 GO:0000122 GO:0006325 GO:0006357 GO:0007076 GO:0018026 GO:0034771 GO:0043516 GO:0045892 GO:0051301 GO:1901796
HTATSF1P2,down,
SYNPO,down,GO:0003779 GO:0005515 GO:0032233 GO:0098886 GO:1905355
ALYREF,up,GO:0003723 GO:0003729 GO:0005515 GO:0062153 GO:0000018 GO:0000398 GO:0001649 GO:0006405 GO:0006406 GO:0031297 GO:0032786 GO:0046784
PTPN9,up,GO:0004725 GO:0004726 GO:0005515 GO:0006470 GO:0010977 GO:0035335 GO:1903078
LGMN,down,GO:0004197 GO:0008233 GO:0048156 GO:0003014 GO:0006508 GO:0006624 GO:0007613 GO:0008284 GO:0008306 GO:0010447 GO:0010629 GO:0019886 GO:0032801 GO:0035729 GO:0040015 GO:0042359 GO:0043524 GO:0045931 GO:0051603 GO:0071277 GO:0090026 GO:0097061 GO:0097202 GO:0097264 GO:1900273 GO:1901185 GO:1904646 GO:2001028
LOC107984338,down,
IQGAP3,up,GO:0005096 GO:0005515 GO:0005516 GO:0031267 GO:0051015 GO:0070856 GO:0000082 GO:0001934 GO:0006468 GO:0007265 GO:0008361 GO:0010467 GO:0010628 GO:0010629 GO:0032956 GO:0033598 GO:0033601 GO:0043087 GO:0043410 GO:0070371 GO:0071310
PPFIA3,down,GO:0005515 GO:0007269 GO:0016081 GO:0048172 GO:0050808
NCAPH,up,GO:0003682 GO:0005515 GO:0007076 GO:0010032 GO:0051301 GO:0051309 GO:0051984 GO:1905820 GO:1905821
MELK,up,GO:0004674 GO:0004715 GO:0005509 GO:0005515 GO:0005524 GO:0008289 GO:0106310 GO:0000086 GO:0006468 GO:0006915 GO:0008283 GO:0008631 GO:0018108 GO:0030097 GO:0035556 GO:0043065 GO:0046777 GO:0061351
CDC20,up,GO:0005515 GO:0008022 GO:0010997 GO:0019899 GO:0042826 GO:1990757 GO:0007064 GO:0007094 GO:0007346 GO:0007399 GO:0008284 GO:0016567 GO:0030154 GO:0031145 GO:0031915 GO:0040020 GO:0050773 GO:0051301 GO:0051444 GO:0051445 GO:0090129 GO:0090307 GO:1904668 GO:1905786
PPM1E,down,GO:0004722 GO:0005515 GO:0017018 GO:0046872 GO:0006469 GO:0006470 GO:0035970 GO:0051496 GO:0071466
CASZ1,down,GO:0000977 GO:0000981 GO:0001228 GO:0046872 GO:0045664 GO:0045893 GO:0045944
TMC5,down,GO:0008381 GO:0034220
PDGFD,down,GO:0005161 GO:0008083 GO:0070851 GO:0008284 GO:0014068 GO:0030335 GO:0031954 GO:0036120 GO:0043406 GO:0048008 GO:0048146 GO:0048661 GO:0050730 GO:0051781 GO:0070301 GO:0070374 GO:0071230 GO:0071560 GO:0071673 GO:0072126 GO:2000439
SYDE1,up,GO:0005096 GO:0030695 GO:0007165 GO:0016477 GO:0031532 GO:0046578 GO:0051493 GO:0090630 GO:1901165
KRT86,down,GO:0005515 GO:0030280 GO:0031424 GO:0045109
REEP6,down,GO:0005515 GO:0007029 GO:0032386 GO:0050908
TDP1,up,GO:0003690 GO:0003697 GO:0004527 GO:0005515 GO:0017005 GO:0000012 GO:0006281 GO:0006302 GO:0090305
MYO1D,down,GO:0000146 GO:0005516 GO:0005524 GO:0019904 GO:0048306 GO:0051015 GO:0007015 GO:0015031 GO:0030050 GO:0051641 GO:0061502
VASH1,down,GO:0003779 GO:0004181 GO:0005515 GO:0106423 GO:0001525 GO:0001937 GO:0006508 GO:0007049 GO:0009611 GO:0016525 GO:0043537 GO:0045765 GO:0051726 GO:0060716 GO:1901491 GO:2000772
SAA2,down,GO:0005515 GO:0006953
THBS1,down,GO:0001786 GO:0001968 GO:0005178 GO:0005201 GO:0005509 GO:0005515 GO:0008201 GO:0017134 GO:0030169 GO:0042802 GO:0043236 GO:0043394 GO:0050431 GO:0070051 GO:0070052 GO:0001666 GO:0001937 GO:0001953 GO:0002040 GO:0002544 GO:0002581 GO:0002605 GO:0006954 GO:0006955 GO:0006986 GO:0007155 GO:0008284 GO:0008285 GO:0009410 GO:0009612 GO:0009749 GO:0010595 GO:0010596 GO:0010748 GO:0010751 GO:0010754 GO:0010757 GO:0010759 GO:0010763 GO:0016477 GO:0016525 GO:0018149 GO:0030194 GO:0030335 GO:0030511 GO:0032026 GO:0032570 GO:0032695 GO:0032760 GO:0032914 GO:0033574 GO:0034605 GO:0034976 GO:0040037 GO:0042327 GO:0043032 GO:0043066 GO:0043154 GO:0043406 GO:0043536 GO:0043537 GO:0043652 GO:0045727 GO:0045766 GO:0048266 GO:0048661 GO:0050921 GO:0051592 GO:0051895 GO:0051897 GO:0051918 GO:0071356 GO:0071363 GO:0090051 GO:1902043 GO:1903588 GO:1903671 GO:2000353 GO:2000379 GO:2001027 GO:2001237
FBLN5,down,GO:0005178 GO:0005509 GO:0005515 GO:0008022 GO:0030023 GO:0042803 GO:0001558 GO:0007160 GO:0034394 GO:0046903 GO:0048251 GO:2000121
MAST1,down,GO:0000287 GO:0004674 GO:0005515 GO:0005524 GO:0008017 GO:0106310 GO:0006468 GO:0007010 GO:0007420 GO:0018105 GO:0035556
LIPA,down,GO:0004771 GO:0016298 GO:0000902 GO:0006954 GO:0016042 GO:0016125 GO:0030324 GO:0034383 GO:0048771 GO:0048873 GO:0050673 GO:0061519
DBF4B,up,GO:0003676 GO:0005515 GO:0008270 GO:0019901 GO:0030295 GO:0043539 GO:0007049 GO:0008284 GO:0010571 GO:0010971 GO:0032147 GO:0071902 GO:1901987
