gene,regulated,GO_IDS
SS18L1,up,GO:0003713 GO:0005515 GO:0006325 GO:0016358 GO:0045893 GO:0045944 GO:0050775
CYTH2,up,GO:0005085 GO:0005515 GO:0008289 GO:0070679 GO:0006897 GO:0030036 GO:0032012 GO:0050790
SLC26A2,down,GO:0008271 GO:0015106 GO:0015108 GO:0015116 GO:0019531 GO:0001503 GO:0006811 GO:0015701 GO:0019532 GO:0050428 GO:1902358 GO:1902476
PARP10,up,GO:0003714 GO:0003950 GO:0005515 GO:0016779 GO:0070530 GO:0140297 GO:0140804 GO:1990404 GO:0006325 GO:0010629 GO:0019082 GO:0019985 GO:0032088 GO:0034356 GO:0045892 GO:0048147 GO:0070212 GO:0070213 GO:1900045
MINK1,up,GO:0004672 GO:0004674 GO:0005515 GO:0005524 GO:0106310 GO:0000165 GO:0001952 GO:0006468 GO:0007254 GO:0007268 GO:0007420 GO:0022407 GO:0030033 GO:0030334 GO:0031532 GO:0035556 GO:0043408 GO:0046330 GO:0046777 GO:0048812 GO:0048813 GO:1900745 GO:2000311
DHX34,up,GO:0003723 GO:0003724 GO:0005515 GO:0005524 GO:0016887 GO:0044877 GO:0000184 GO:0000956 GO:0042327 GO:2000623
PIEZO1,up,GO:0005261 GO:0005515 GO:0008381 GO:0006812 GO:0010831 GO:0033625 GO:0033634 GO:0042391 GO:0050982 GO:0071260 GO:0098655
ELK4,down,GO:0000978 GO:0000981 GO:0001228 GO:0003677 GO:0003682 GO:0003700 GO:0005515 GO:1990837 GO:0000122 GO:0006357 GO:0030154 GO:0045944 GO:0070932
LSM3,down,GO:0003723 GO:0005515 GO:0030629 GO:0000398 GO:0006397 GO:0033962
TNFAIP2,up,GO:0000149 GO:0005515 GO:0001525 GO:0006887 GO:0030154 GO:0051601
LRRC24,up,
UBE2E1,down,GO:0004842 GO:0005515 GO:0005524 GO:0042296 GO:0061631 GO:0000209 GO:0006511 GO:0010390 GO:0016567 GO:0032020 GO:0033523 GO:0070936
PLEKHG2,up,GO:0005085 GO:0005515 GO:0030833 GO:0050790
TOMM7,down,GO:0005515 GO:0008320 GO:0006626 GO:0030150 GO:0031647 GO:0045040 GO:0098779 GO:1903955
SLC7A11,down,GO:0005515 GO:0015179 GO:0015327 GO:0003333 GO:0006749 GO:0008542 GO:0009636 GO:0014070 GO:0021591 GO:0021756 GO:0030534 GO:0033029 GO:0034599 GO:0034775 GO:0035094 GO:0042127 GO:0048021 GO:0048286 GO:0050804 GO:0050807 GO:0051223 GO:0051775 GO:0060173 GO:0070306 GO:0070527 GO:0090461 GO:0098712 GO:0140206 GO:1901494 GO:1903204 GO:1903786 GO:1904717 GO:2000211
NBEAL2,up,GO:0005515 GO:0019901 GO:0008104 GO:0030220
RPL21,down,GO:0003723 GO:0003735 GO:0005515 GO:0002181 GO:0006412
CTC1,up,GO:0003697 GO:0005515 GO:0042162 GO:0098505 GO:0000723 GO:0006974 GO:0007568 GO:0010389 GO:0010833 GO:0016233 GO:0032211 GO:0035264 GO:0045740 GO:0048146 GO:0048536 GO:0048538 GO:0048539 GO:0071425 GO:0090399
NDUFA4,down,GO:0005515 GO:0008137 GO:0044877 GO:0006120 GO:0006123 GO:0045333 GO:1904960
PAN2,up,GO:0000175 GO:0003676 GO:0004535 GO:0004843 GO:0005515 GO:0046872 GO:0000289 GO:0006397 GO:0010606 GO:0090503
MTA1,up,GO:0000978 GO:0003682 GO:0003713 GO:0003714 GO:0005515 GO:0042826 GO:0046872 GO:0061629 GO:0000122 GO:0006302 GO:0006338 GO:0007165 GO:0010212 GO:0016575 GO:0032922 GO:0040029 GO:0042659 GO:0043153 GO:0043161 GO:0045475 GO:0045892 GO:0045893 GO:1902499 GO:2000736
PTOV1,up,
RTEL1,up,GO:0003677 GO:0003678 GO:0005515 GO:0005524 GO:0016887 GO:0046872 GO:0051539 GO:0070182 GO:0000723 GO:0000732 GO:0006281 GO:0010569 GO:0031297 GO:0032206 GO:0032508 GO:0043247 GO:0045910 GO:0090657 GO:1902990 GO:1904355 GO:1904358 GO:1904430 GO:1904506 GO:1904535
MIRLET7BHG,up,
SNRPE,down,GO:0003723 GO:0005515 GO:0000245 GO:0000387 GO:0000398 GO:0036261 GO:1903241
CREBZF,up,GO:0000976 GO:0000981 GO:0003677 GO:0005515 GO:0042802 GO:0006357 GO:0009615 GO:0036500 GO:0045814 GO:0045892 GO:0045944 GO:0051090 GO:0140467
SEC31B,up,GO:0005198 GO:0006886 GO:0007029 GO:0090110
UHMK1,down,GO:0003723 GO:0004674 GO:0005515 GO:0005524 GO:0016740 GO:0019899 GO:0043021 GO:0106310 GO:1990935 GO:0018105 GO:0031175 GO:0045948 GO:0046777 GO:0046825 GO:0051726
TRNK,up,
MTHFD2,down,GO:0000287 GO:0004477 GO:0004487 GO:0004488 GO:0005515 GO:0042301 GO:0035999 GO:0046653 GO:0046655
CCDC14,up,GO:0005515 GO:0021762 GO:0071539
RPL37,down,GO:0003723 GO:0003735 GO:0019843 GO:0046872 GO:0097371 GO:1990948 GO:0002181 GO:0006412 GO:1901798 GO:1904667
SLMO2-ATP5E,down,
TRIM3,up,GO:0005515 GO:0008022 GO:0008270 GO:0042802 GO:0061630 GO:0000209 GO:0007399 GO:0015031 GO:0043161
ELOC,down,GO:0001222 GO:0005515 GO:0030674 GO:0006357 GO:0006367 GO:0006511 GO:0016567
RHOT2,up,GO:0003924 GO:0005509 GO:0005515 GO:0005525 GO:0007005 GO:0007264 GO:0010821 GO:0019725 GO:0047497 GO:0097345
SEC61G,down,GO:0005515 GO:0008320 GO:0043022 GO:0031204 GO:0045047
TM4SF1,down,GO:0003674 GO:0005515 GO:0001825 GO:0008150
NIFK,down,GO:0003723 GO:0005515 GO:0000463 GO:0009303 GO:0016072 GO:0065003
TPBG,up,
RPL37A,down,GO:0003723 GO:0003735 GO:0005515 GO:0046872 GO:0002181 GO:0006412
SMURF2,down,GO:0004842 GO:0005515 GO:0042802 GO:0046332 GO:0061630 GO:0000122 GO:0000209 GO:0006511 GO:0016567 GO:0017015 GO:0030512 GO:0030514 GO:0030579 GO:0043161 GO:0045892 GO:0060071 GO:0090263 GO:1901165
ASIC3,up,GO:0005261 GO:0005272 GO:0015280 GO:0042931 GO:0044736 GO:0007165 GO:0007600 GO:0009408 GO:0010447 GO:0035725 GO:0042930 GO:0050915 GO:0050965 GO:0050966 GO:0050968 GO:0051649
ZBTB40,up,GO:0000978 GO:0000981 GO:0003674 GO:0005515 GO:0046872 GO:0006357 GO:0006974 GO:0030282
SKIC2,up,GO:0003723 GO:0003724 GO:0005515 GO:0005524 GO:0016787 GO:0006401 GO:0070478
POLE,up,GO:0000166 GO:0003677 GO:0003682 GO:0003887 GO:0005515 GO:0008270 GO:0008310 GO:0051539 GO:0000082 GO:0000278 GO:0000731 GO:0006260 GO:0006261 GO:0006272 GO:0006287 GO:0006297 GO:0045004 GO:0048568 GO:0090305
ATP5PF,down,GO:0005515 GO:0046933 GO:0015986 GO:0021762 GO:0042776 GO:1902600
DOT1L,up,GO:0003676 GO:0003677 GO:0005515 GO:0018024 GO:0031151 GO:0042054 GO:0000077 GO:0006281 GO:0008284 GO:0010467 GO:0031507 GO:0032200 GO:0034729 GO:0045944 GO:0046425 GO:2000677
RPL23,down,GO:0001223 GO:0003723 GO:0003735 GO:0005515 GO:0031625 GO:0070180 GO:1990948 GO:0000122 GO:0002181 GO:0006412 GO:0006610 GO:0008284 GO:0010628 GO:0032986 GO:0050821 GO:0070314 GO:0072717 GO:1901798 GO:1903450 GO:1904667 GO:2000059
SOX13,up,GO:0000976 GO:0000978 GO:0000981 GO:0001217 GO:0001227 GO:0003677 GO:0003700 GO:0005515 GO:0042802 GO:0043565 GO:0000122 GO:0006355 GO:0006357 GO:0009653 GO:0021529 GO:0042492 GO:0045165 GO:0045588 GO:0045892 GO:0090090 GO:0090336
FAM156B,up,
COX6C,down,GO:0005515 GO:0006091 GO:0006123 GO:0045333
AQP3,up,GO:0005515 GO:0015204 GO:0015250 GO:0015254 GO:0042802 GO:0002684 GO:0003091 GO:0006833 GO:0015793 GO:0032526 GO:0033280 GO:0042476 GO:0045616 GO:0051592 GO:0051649 GO:0070295 GO:0071456 GO:0071918 GO:0090650
ANKRD1,down,GO:0002039 GO:0003677 GO:0003713 GO:0003714 GO:0005515 GO:0031432 GO:0042826 GO:0061629 GO:0070412 GO:0006357 GO:0035914 GO:0035994 GO:0043065 GO:0043517 GO:0045214 GO:0045892 GO:0045893 GO:0050714 GO:0055008 GO:0070528 GO:0071222 GO:0071260 GO:0071347 GO:0071356 GO:0071466 GO:0071560 GO:2000279
CAMTA2,up,GO:0003682 GO:0003690 GO:0003712 GO:0003713 GO:0005515 GO:0042826 GO:0043565 GO:0006351 GO:0006357 GO:0014898 GO:0045944
IER3,up,GO:0005515 GO:0001562 GO:0003085 GO:0006096 GO:0006282 GO:0006915 GO:0007095 GO:0008630 GO:0009653 GO:0043066 GO:0045732 GO:0045820 GO:0046822 GO:0050728 GO:1901029 GO:2000377 GO:2001020
MIR5047,up,
SPANXB1,down,GO:0003674 GO:0005515 GO:0007286
BCL6,up,GO:0000978 GO:0001161 GO:0001222 GO:0001227 GO:0003682 GO:0003700 GO:0005515 GO:0031490 GO:0042802 GO:0043565 GO:0046872 GO:0140297 GO:1990837 GO:0000122 GO:0000902 GO:0001817 GO:0001953 GO:0002317 GO:0002467 GO:0002634 GO:0002682 GO:0002903 GO:0006357 GO:0006366 GO:0006954 GO:0006974 GO:0007160 GO:0007266 GO:0007283 GO:0008104 GO:0016575 GO:0021859 GO:0030036 GO:0030308 GO:0030890 GO:0031065 GO:0032764 GO:0035024 GO:0042092 GO:0042100 GO:0042127 GO:0042129 GO:0043065 GO:0043087 GO:0043380 GO:0045064 GO:0045591 GO:0045595 GO:0045629 GO:0045666 GO:0045746 GO:0045892 GO:0048289 GO:0048294 GO:0048821 GO:0050727 GO:0050776 GO:0070664 GO:1900099 GO:1903464 GO:2000773
SH3D21,up,
NAPRT,up,GO:0004516 GO:0005515 GO:0016740 GO:0046872 GO:0006979 GO:0034355
DDX6,down,GO:0003723 GO:0003724 GO:0003729 GO:0004386 GO:0005515 GO:0005524 GO:0016887 GO:0019904 GO:0045296 GO:0017148 GO:0019074 GO:0019827 GO:0030182 GO:0033962 GO:0034063 GO:0035278 GO:0045665
LOC101929185,up,
SRSF11,up,GO:0003723 GO:0005515 GO:0006397 GO:0008380
MMADHC,down,GO:0005515 GO:0009235
BCAR1,up,GO:0005515 GO:0017124 GO:0019901 GO:0001558 GO:0007015 GO:0007155 GO:0007169 GO:0007173 GO:0007186 GO:0007229 GO:0008286 GO:0010595 GO:0016477 GO:0030335 GO:0035729 GO:0042981 GO:0048008 GO:0048010 GO:0048011 GO:0048012 GO:0050851 GO:0050852 GO:0050853 GO:0051301 GO:0060326 GO:0086100 GO:0090527
COX8A,down,GO:0004129 GO:0005515 GO:0006091 GO:0006123 GO:0045333 GO:1902600
CCDC57,up,GO:0005515 GO:0000086 GO:0007020 GO:0007099 GO:0045931 GO:0060271
NUMA1,up,GO:0005198 GO:0005515 GO:0008017 GO:0008022 GO:0015631 GO:0019904 GO:0035091 GO:0044877 GO:0051010 GO:0051011 GO:0070840 GO:0097718 GO:0000132 GO:0001578 GO:0006997 GO:0007059 GO:0030513 GO:0030953 GO:0031116 GO:0032388 GO:0045618 GO:0051301 GO:0051321 GO:0051798 GO:0051984 GO:0055048 GO:0060236 GO:0090235 GO:1902365 GO:1902846 GO:1904778 GO:1905820 GO:1905832
SHOX2,up,GO:0000981 GO:1990837 GO:0000122 GO:0001501 GO:0001649 GO:0002027 GO:0002053 GO:0002063 GO:0003163 GO:0003172 GO:0003213 GO:0006357 GO:0007224 GO:0007399 GO:0010463 GO:0032330 GO:0035115 GO:0045880 GO:0048557 GO:0048743 GO:0050772 GO:0060272 GO:0060351 GO:0060415 GO:0060920 GO:0060931 GO:0072089 GO:2000172 GO:2000648
MAD2L1,down,GO:0005515 GO:0008022 GO:0042802 GO:0042803 GO:0000070 GO:0000132 GO:0007094 GO:0042177 GO:0043066 GO:0045930 GO:0051301 GO:0051444 GO:0051660 GO:0090267 GO:1904667
RPL32,down,GO:0003723 GO:0003735 GO:0002181 GO:0006412
RPL9,down,GO:0003723 GO:0003735 GO:0005515 GO:0019843 GO:0002181 GO:0006412
TRIP10,up,GO:0005515 GO:0008289 GO:0042802 GO:0006897 GO:0007154 GO:0007165 GO:0030036
DTX2,up,GO:0005515 GO:0008270 GO:0061630 GO:0007219 GO:0016567
NEIL1,up,GO:0003684 GO:0003906 GO:0008022 GO:0008270 GO:0016798 GO:0019104 GO:0140078 GO:0006284 GO:0006287 GO:0006979 GO:0032074 GO:0045008
FAM24B,down,
LOC112268259,up,
RPL30,down,GO:0003723 GO:0003735 GO:0005515 GO:0002181 GO:0006412 GO:0031640 GO:0050829 GO:0061844
C1D,down,GO:0003677 GO:0003714 GO:0003723 GO:0005515 GO:0016922 GO:0000460 GO:0006915 GO:0010468 GO:0045892
PYROXD2,up,GO:0005515 GO:0016491 GO:0007005
RPS27L,down,GO:0003723 GO:0003735 GO:0005515 GO:0008494 GO:0008656 GO:0046872 GO:0000028 GO:0006412 GO:0006919 GO:0006978 GO:0031571 GO:0042771 GO:0045727
AGAP3,up,GO:0003924 GO:0005096 GO:0005525 GO:0031593 GO:0046872 GO:0034614 GO:0043161 GO:0090630
SNORA73B,up,
RAD23B,down,GO:0000978 GO:0003684 GO:0003697 GO:0005515 GO:0031593 GO:0043130 GO:0061629 GO:0070628 GO:0140612 GO:0006289 GO:0007283 GO:0032434 GO:0043161 GO:0048568 GO:0098761
WDR97,up,
UAP1L1,up,GO:0003977 GO:0006048
MRPL33,down,GO:0003735 GO:0032543
RPL36AL,down,GO:0003735 GO:0005515 GO:0006412
FAM72C,down,
EVPL,up,GO:0005198 GO:0019215 GO:0045296 GO:0008544 GO:0018149 GO:0030216 GO:0031424 GO:0042060 GO:0045104
PPP1R12C,up,GO:0004857 GO:0005515 GO:0019208 GO:0019901 GO:0007165 GO:0043086
MYL12A,down,GO:0005509 GO:0005515 GO:0032036 GO:0035254 GO:0008360 GO:0070527 GO:0072659
RPL31,down,GO:0003723 GO:0003735 GO:0005515 GO:0002181 GO:0006412
FBXL6,up,GO:0004842 GO:0000086 GO:0006508 GO:0016567 GO:0031146 GO:0043153 GO:0051726
REST,down,GO:0000976 GO:0000978 GO:0000979 GO:0001227 GO:0003682 GO:0003700 GO:0005515 GO:0046872 GO:0061629 GO:0000122 GO:0000381 GO:0001666 GO:0002244 GO:0002931 GO:0006355 GO:0008285 GO:0010468 GO:0010629 GO:0032348 GO:0035019 GO:0043065 GO:0043280 GO:0043922 GO:0045665 GO:0045666 GO:0045667 GO:0045892 GO:0045893 GO:0045944 GO:0045955 GO:0046676 GO:0050768 GO:0060379 GO:0071257 GO:0071385 GO:0071466 GO:0097150 GO:0099563 GO:1902459 GO:1902894 GO:1903203 GO:1903204 GO:1903223 GO:2000065 GO:2000706 GO:2000740 GO:2000798
SNORD83B,up,
HINT1,down,GO:0000166 GO:0005080 GO:0005515 GO:0016787 GO:0016929 GO:0043530 GO:0006355 GO:0007165 GO:0009154 GO:0016926 GO:0050850 GO:0072332
PLAU,down,GO:0004252 GO:0005515 GO:0001666 GO:0006508 GO:0006935 GO:0007165 GO:0007596 GO:0010469 GO:0010755 GO:0010757 GO:0014909 GO:0014910 GO:0030155 GO:0030335 GO:0031639 GO:0033628 GO:0038195 GO:0042127 GO:0042730 GO:0051917 GO:0051918 GO:0061041 GO:2000097
RPL22L1,down,GO:0003723 GO:0003735 GO:0005515 GO:0002181
FHIP1B,up,GO:0005515 GO:0007032 GO:0007040 GO:0008333 GO:0015031 GO:0045022 GO:1905719
RAI1,up,GO:0005515 GO:0046872 GO:0001501 GO:0006357 GO:0032922 GO:0040015 GO:0045893
UQCRH,down,GO:0005515 GO:0008121 GO:0006119 GO:0006122 GO:0009060 GO:0045333 GO:1902600
APBB3,up,GO:0001540 GO:0005515 GO:0008134 GO:0050750 GO:0006355 GO:0050714
CHKB,up,GO:0004103 GO:0004305 GO:0005524 GO:0006646 GO:0006656 GO:0006657 GO:0007517 GO:0016310
TXNIP,down,GO:0004857 GO:0005515 GO:0031625 GO:0000122 GO:0006606 GO:0007049 GO:0009410 GO:0009612 GO:0009749 GO:0015031 GO:0030216 GO:0032355 GO:0032570 GO:0042127 GO:0042542 GO:0043065 GO:0043086 GO:0048008 GO:0051592 GO:0051782 GO:0071228
TBC1D8,up,GO:0005096 GO:0005515 GO:0008015 GO:0008284 GO:0090630 GO:1902017
PGGHG,up,GO:0004553 GO:0047402 GO:0005975
COX1,up,GO:0004129 GO:0005515 GO:0020037 GO:0046872 GO:0006123 GO:0006979 GO:0007568 GO:0009060 GO:0015990 GO:0021549 GO:0022904 GO:0045333 GO:0046688 GO:0051602
TRAF4,up,GO:0005164 GO:0005515 GO:0008270 GO:0016740 GO:0019901 GO:0031625 GO:0031996 GO:0042802 GO:0050699 GO:0006915 GO:0007250 GO:0007585 GO:0030323 GO:0042981 GO:0043122 GO:0043161 GO:0045087 GO:0045860 GO:0046330
ASNS,down,GO:0004066 GO:0005515 GO:0005524 GO:0006529 GO:0006541 GO:0042149 GO:0043066 GO:0045931 GO:0070981
MFSD10,up,GO:0005515 GO:0008493 GO:0008514 GO:0006915 GO:0015904 GO:0043252
PDGFC,down,GO:0005161 GO:0005515 GO:0008083 GO:0042803 GO:0070851 GO:0007171 GO:0007417 GO:0008284 GO:0009887 GO:0014068 GO:0030335 GO:0031954 GO:0043406 GO:0048008 GO:0048144 GO:0048146 GO:0048565 GO:0048568 GO:0050730 GO:0051781 GO:0060348 GO:0070374 GO:0071230 GO:0120162
PLEKHG3,up,GO:0003779 GO:0005085 GO:0030334 GO:0050790 GO:0051056 GO:2000114
ABTB1,up,GO:0003746 GO:0005515 GO:0006414
BLCAP,up,GO:0005515 GO:0007049 GO:0030262
MAP1B,down,GO:0003779 GO:0005198 GO:0005515 GO:0005543 GO:0008017 GO:0044877 GO:0000226 GO:0001578 GO:0001764 GO:0007026 GO:0007409 GO:0007416 GO:0009410 GO:0009612 GO:0009743 GO:0010035 GO:0014012 GO:0016358 GO:0017085 GO:0021700 GO:0031114 GO:0031116 GO:0031175 GO:0032355 GO:0032387 GO:0033189 GO:0045666 GO:0045773 GO:0047497 GO:0048675 GO:0051915 GO:0061162 GO:0071363 GO:0071375 GO:0071895
TRNR,up,
NFKBIZ,up,GO:0005515 GO:0006954 GO:0010468 GO:0050729 GO:0050852 GO:2000321
SDHAP1,up,
CZ1P-ASNS,down,
ARRDC1,up,GO:0005515 GO:0031625 GO:0042802 GO:1990756 GO:1990763 GO:0006511 GO:0006858 GO:0015031 GO:0016567 GO:0045746 GO:0140112
ZGPAT,up,GO:0000978 GO:0000981 GO:0001227 GO:0003700 GO:0005515 GO:0043565 GO:0046872 GO:0000122 GO:0006357 GO:0007175 GO:0045892
PUS7L,down,GO:0003723 GO:0005515 GO:0009982 GO:0001522 GO:0006397 GO:1990481
SSBP1,down,GO:0003682 GO:0003697 GO:0003723 GO:0005515 GO:0042802 GO:0042803 GO:0006264 GO:0006268 GO:0051096 GO:0051289 GO:0070584 GO:0090297 GO:1905776
CAPN15,up,GO:0004198 GO:0005515 GO:0046872 GO:0006508
IER3IP1,down,GO:0005515 GO:0003331 GO:0006888 GO:0007420 GO:0015031 GO:0035265 GO:0050714 GO:2000269
KMT5C,up,GO:0003682 GO:0005515 GO:0018024 GO:0042393 GO:0042799 GO:0046872 GO:1904047 GO:0006281 GO:0006325 GO:0034772 GO:0034773 GO:0045830 GO:2001034
CLK4,up,GO:0004674 GO:0004712 GO:0004713 GO:0005515 GO:0005524 GO:0106310 GO:0006468 GO:0018108 GO:0043484 GO:0046777
CALM2,down,GO:0005509 GO:0005515 GO:0008179 GO:0010856 GO:0019855 GO:0019901 GO:0019904 GO:0030234 GO:0031432 GO:0031997 GO:0043539 GO:0044325 GO:0048306 GO:0072542 GO:0097718 GO:0000086 GO:0002027 GO:0005513 GO:0007186 GO:0010800 GO:0010801 GO:0010880 GO:0010881 GO:0021762 GO:0031279 GO:0031954 GO:0032465 GO:0032516 GO:0035307 GO:0043388 GO:0050848 GO:0051343 GO:0051592 GO:0055117 GO:0060314 GO:0060315 GO:0060316 GO:0071902 GO:1901020 GO:1901844 GO:1905913
MRI1,up,GO:0005515 GO:0042802 GO:0046523 GO:0019284 GO:0019509
PIAS3,up,GO:0003712 GO:0005515 GO:0008022 GO:0008270 GO:0015459 GO:0019789 GO:0019899 GO:0047485 GO:0061665 GO:0000122 GO:0006351 GO:0006357 GO:0009725 GO:0010628 GO:0010629 GO:0016925 GO:0033234 GO:0033235 GO:0045671 GO:0045838 GO:0071847
TM9SF3,down,
ZSWIM8-AS1,up,
PKD1P6-NPIPP1,up,
GAR1,down,GO:0003723 GO:0005515 GO:0034513 GO:0070034 GO:0000454 GO:0007004
FRMD6,down,GO:0005515 GO:0003383 GO:0008104 GO:0031032 GO:0032970
PLK3,up,GO:0002039 GO:0004674 GO:0005515 GO:0005524 GO:0106310 GO:0000082 GO:0000086 GO:0000122 GO:0000278 GO:0000302 GO:0006468 GO:0006915 GO:0006970 GO:0006974 GO:0006977 GO:0007113 GO:0009314 GO:0031122 GO:0032465 GO:0043066 GO:0043491 GO:0044819 GO:0051302 GO:0090166 GO:0090316 GO:1901796 GO:1904716 GO:2000777
TRNL1,up,
ALS2CL,up,GO:0005085 GO:0005096 GO:0005515 GO:0031267 GO:0007032 GO:0016197 GO:0043087
GRAMD1A,up,GO:0005515 GO:0015485 GO:0032934 GO:0120015 GO:0120020 GO:0006914 GO:0032366 GO:0071397 GO:0120009
ATP5MK,down,
UBASH3B,down,GO:0004725 GO:0005515 GO:0031625 GO:0042802 GO:0051219 GO:0006469 GO:0009968 GO:0035335 GO:0038063 GO:0043393 GO:0045670 GO:0045671 GO:0045779 GO:0051279 GO:0070527 GO:0090331
TRAF5,up,GO:0005164 GO:0005515 GO:0008270 GO:0031625 GO:0031996 GO:0042802 GO:0006915 GO:0007165 GO:0008284 GO:0023019 GO:0033209 GO:0042981 GO:0043122 GO:0043123 GO:0046330 GO:0048255 GO:0051091 GO:0051092 GO:0070534 GO:0097400
ADAM8,up,GO:0004222 GO:0004252 GO:0005509 GO:0005515 GO:0008237 GO:0008270 GO:0043621 GO:0050839 GO:0000902 GO:0001525 GO:0002523 GO:0002675 GO:0002693 GO:0006508 GO:0006954 GO:0010954 GO:0022407 GO:0022617 GO:0033089 GO:0043406 GO:0043524 GO:0045089 GO:0045780 GO:0045785 GO:0048247 GO:0050714 GO:0051044 GO:0051092 GO:0051897 GO:0070245 GO:0071456 GO:0098609 GO:2000309 GO:2000391 GO:2000415 GO:2000418
FSIP1,down,
NCKIPSD,up,GO:0005515 GO:0008092 GO:0017124 GO:0071933 GO:0006897 GO:0007010 GO:0010976
STMN1,down,GO:0005515 GO:0015631 GO:0000281 GO:0007019 GO:0007052 GO:0007165 GO:0007409 GO:0009615 GO:0031110 GO:0031115 GO:0031175 GO:0035024 GO:0035556 GO:0048012 GO:0051497 GO:0061436 GO:0070495 GO:1905098
CLK1,up,GO:0004674 GO:0004712 GO:0004713 GO:0004715 GO:0005515 GO:0005524 GO:0106310 GO:0006468 GO:0018105 GO:0018107 GO:0018108 GO:0043484 GO:0046777
MIR221,up,GO:1903231 GO:0006954 GO:0008285 GO:0009749 GO:0010634 GO:0010718 GO:0032705 GO:0034115 GO:0035195 GO:0035278 GO:0042531 GO:0043065 GO:0043066 GO:0043536 GO:0044828 GO:0045648 GO:0046427 GO:0048008 GO:0048680 GO:0050728 GO:0051897 GO:0060354 GO:0060546 GO:0070373 GO:0070374 GO:0090051 GO:1900016 GO:1900087 GO:1900149 GO:1902034 GO:1903122 GO:1903671 GO:1903691 GO:1904707 GO:1904754 GO:1904995 GO:1905046 GO:1905064 GO:1905176 GO:2000780
LDB1,up,GO:0003677 GO:0003682 GO:0003713 GO:0005515 GO:0019899 GO:0030274 GO:0042803 GO:0043621 GO:0061629 GO:0140297 GO:0000122 GO:0000972 GO:0001702 GO:0001942 GO:0006366 GO:0007155 GO:0007399 GO:0009948 GO:0010669 GO:0016055 GO:0021702 GO:0022607 GO:0030182 GO:0030334 GO:0034243 GO:0035019 GO:0043549 GO:0043973 GO:0045647 GO:0045785 GO:0045892 GO:0045944 GO:0046985 GO:0048382 GO:0051893
PBX2,up,GO:0000977 GO:0000978 GO:0000981 GO:0001228 GO:0003682 GO:0005515 GO:0140297 GO:0001654 GO:0006357 GO:0007420 GO:0009887 GO:0009954 GO:0030326 GO:0045944 GO:0048568 GO:0048666
OBI1,down,GO:0003682 GO:0004842 GO:0005515 GO:0046872 GO:0006275 GO:0006513 GO:0051865
ND1,up,GO:0003954 GO:0005515 GO:0008137 GO:0006120 GO:0009060 GO:0032981 GO:0042776
ZNF251,up,GO:0000978 GO:0000981 GO:0005515 GO:0046872 GO:0006357 GO:0061484
FAM72D,down,
LOC729218,up,
ZNF37BP,up,
ATP5MF,down,GO:0046933 GO:0015986 GO:0042776 GO:1902600
LPP,down,GO:0005515 GO:0046872 GO:0008150 GO:0098609
TUBG2,up,GO:0005198 GO:0005200 GO:0005525 GO:0000070 GO:0000212 GO:0000226 GO:0000278 GO:0007020 GO:0007052 GO:0031122
PRR11,down,
TRNA,up,
NCF2,down,GO:0005515 GO:0008022 GO:0009055 GO:0016175 GO:0016176 GO:0031267 GO:0006801 GO:0006909 GO:0006968 GO:0022900 GO:0042554 GO:0045087 GO:0045730 GO:0050790
TRERF1,up,GO:0001223 GO:0003677 GO:0003713 GO:0003714 GO:0005515 GO:0030374 GO:0033142 GO:0046872 GO:0006357 GO:0016575 GO:0045892 GO:0045893 GO:0045944 GO:0050847 GO:0071393
SLC25A37,up,GO:0005515 GO:0015093 GO:0046985 GO:0048250 GO:0055072
ATAT1,up,GO:0004468 GO:0019799 GO:0000226 GO:0007283 GO:0009612 GO:0021542 GO:0044546 GO:0045598 GO:0048265 GO:0048666 GO:0060271 GO:0070507 GO:0071929 GO:1900227
FNBP4,up,
VPS9D1,up,GO:0005085 GO:0005096 GO:0005515 GO:0031267 GO:0042802 GO:0015986 GO:0016192 GO:0050790
GLI4,up,GO:0000978 GO:0000981 GO:0003674 GO:0005515 GO:0046872 GO:0006355 GO:0006357 GO:0008150
SIRT7,up,GO:0003682 GO:0003714 GO:0004407 GO:0005515 GO:0019213 GO:0034979 GO:0036055 GO:0046872 GO:0061697 GO:0070403 GO:0097372 GO:0106231 GO:0000122 GO:0001649 GO:0006111 GO:0006281 GO:0006282 GO:0006325 GO:0006357 GO:0006476 GO:0006974 GO:0007072 GO:0007129 GO:0009303 GO:0010529 GO:0010821 GO:0016570 GO:0031397 GO:0036049 GO:0046825 GO:0061698 GO:0062176 GO:0070932 GO:0106230 GO:1901836 GO:1990258 GO:2000234 GO:2001032
SULT1A3,up,GO:0004062 GO:0005515 GO:0008146 GO:0043199 GO:0047685 GO:0006068 GO:0006805 GO:0007212 GO:0008202 GO:0009812 GO:0042420 GO:0050427 GO:0051923 GO:0070371 GO:0097720 GO:0098989 GO:1901215 GO:1903351
TELO2,up,GO:0005515 GO:0019901 GO:0042162 GO:0044877 GO:0051879 GO:0060090 GO:0007004 GO:0032006 GO:0050821 GO:0071902 GO:1904263 GO:1904515 GO:2000003
CUL7,up,GO:0005515 GO:0031625 GO:0000226 GO:0000281 GO:0001570 GO:0001837 GO:0001890 GO:0006508 GO:0006511 GO:0007030 GO:0007088 GO:0016567 GO:0050775
LSM5,down,GO:0003723 GO:0005515 GO:0046982 GO:0000398 GO:0006397 GO:0006402 GO:0009617
